# t, A_N, B_N, C_N, D_N, E_N, 
# Group population counts.
0, 5080, 5090, 5060, 5110, 5060


# Group infected counts.
159, 0, 15, 81, 163, 55
160, 0, 14, 73, 148, 50
161, 0, 14, 65, 140, 48
162, 0, 14, 57, 127, 45
163, 0, 14, 53, 119, 38
164, 0, 13, 46, 112, 35
165, 0, 12, 45, 101, 33
166, 0, 11, 45, 91, 32
167, 0, 9, 44, 75, 29
168, 0, 9, 40, 71, 25
169, 0, 8, 34, 70, 24
170, 0, 9, 32, 65, 18
171, 0, 8, 29, 59, 18
172, 0, 7, 27, 55, 19
173, 0, 7, 24, 54, 20
174, 0, 7, 25, 51, 20
175, 0, 5, 24, 49, 15
176, 0, 5, 23, 45, 14
177, 0, 5, 24, 44, 14
178, 0, 5, 24, 44, 13
179, 0, 5, 21, 46, 12
180, 0, 4, 18, 41, 12
181, 0, 4, 17, 40, 12
182, 0, 3, 16, 39, 12
183, 0, 3, 15, 38, 12
184, 0, 3, 15, 35, 12
185, 0, 3, 15, 31, 12
186, 0, 3, 14, 27, 12
187, 0, 3, 12, 26, 12
188, 0, 2, 10, 24, 13
189, 0, 1, 9, 23, 12
190, 0, 1, 9, 19, 9
191, 0, 1, 10, 18, 8
192, 0, 1, 10, 20, 9
193, 0, 1, 10, 19, 8
194, 0, 1, 9, 18, 7
195, 0, 1, 8, 17, 6
196, 0, 1, 7, 17, 6
197, 0, 1, 5, 18, 5
198, 0, 0, 5, 15, 4
199, 0, 0, 4, 13, 4
200, 0, 0, 4, 12, 3
201, 0, 0, 4, 10, 2
202, 0, 0, 4, 10, 2
203, 0, 0, 4, 9, 2
204, 0, 0, 5, 9, 2
205, 0, 0, 5, 9, 2
206, 0, 0, 5, 9, 2
207, 0, 0, 5, 7, 1
208, 0, 0, 5, 6, 1
209, 0, 0, 4, 7, 1
210, 0, 0, 3, 5, 1
211, 0, 0, 3, 6, 1
212, 0, 0, 2, 6, 1
213, 0, 0, 2, 5, 2
214, 0, 0, 3, 4, 2
215, 0, 0, 2, 4, 2
216, 0, 0, 2, 4, 1
217, 0, 0, 1, 4, 1
218, 0, 0, 1, 4, 0
219, 0, 0, 1, 3, 0
220, 0, 0, 1, 2, 0
221, 0, 0, 1, 1, 0
222, 0, 0, 1, 1, 0
223, 0, 0, 1, 1, 0
224, 0, 0, 1, 0, 0
225, 0, 0, 1, 0, 0
226, 0, 0, 1, 0, 0
227, 0, 0, 1, 0, 0
228, 0, 0, 1, 0, 0
229, 0, 0, 1, 0, 0
230, 0, 0, 1, 0, 0
231, 0, 0, 1, 0, 0
232, 0, 0, 1, 0, 0
233, 0, 0, 1, 0, 0
234, 0, 0, 1, 0, 0
235, 0, 0, 1, 0, 0
236, 0, 0, 1, 0, 0
237, 0, 0, 1, 0, 0
238, 0, 0, 1, 0, 0
239, 0, 0, 1, 0, 0
240, 0, 0, 1, 0, 0
241, 0, 0, 1, 0, 0
242, 0, 0, 1, 0, 0
243, 0, 0, 1, 0, 0
244, 0, 0, 1, 0, 0
245, 0, 0, 1, 0, 0
246, 0, 0, 0, 0, 0
247, 0, 0, 0, 0, 0
248, 0, 0, 0, 0, 0
249, 0, 0, 0, 0, 0
250, 0, 0, 0, 0, 0
251, 0, 0, 0, 0, 0
252, 0, 0, 0, 0, 0
253, 0, 0, 0, 0, 0
254, 0, 0, 0, 0, 0
255, 0, 0, 0, 0, 0
256, 0, 0, 0, 0, 0
257, 0, 0, 0, 0, 0
258, 0, 0, 0, 0, 0
259, 0, 0, 0, 0, 0
260, 0, 0, 0, 0, 0
261, 0, 0, 0, 0, 0
262, 0, 0, 0, 0, 0
263, 0, 0, 0, 0, 0
264, 0, 0, 0, 0, 0
265, 0, 0, 0, 0, 0
266, 0, 0, 0, 0, 0
267, 0, 0, 0, 0, 0
268, 0, 0, 0, 0, 0
269, 0, 0, 0, 0, 0
270, 0, 0, 0, 0, 0
271, 0, 0, 0, 0, 0
272, 0, 0, 0, 0, 0
273, 0, 0, 0, 0, 0
274, 0, 0, 0, 0, 0
275, 0, 0, 0, 0, 0
276, 0, 0, 0, 0, 0
277, 0, 0, 0, 0, 0
278, 0, 0, 0, 0, 0
279, 0, 0, 0, 0, 0
280, 0, 0, 0, 0, 0
281, 0, 0, 0, 0, 0
282, 0, 0, 0, 0, 0
283, 0, 0, 0, 0, 0
284, 0, 0, 0, 0, 0
285, 0, 0, 0, 0, 0
286, 0, 0, 0, 0, 0
287, 0, 0, 0, 0, 0
288, 0, 0, 0, 0, 0
289, 0, 0, 0, 0, 0
290, 0, 0, 0, 0, 0
291, 0, 0, 0, 0, 0
292, 0, 0, 0, 0, 0
293, 0, 0, 0, 0, 0
294, 0, 0, 0, 0, 0
295, 0, 0, 0, 0, 0
296, 0, 0, 0, 0, 0
297, 0, 0, 0, 0, 0
298, 0, 0, 0, 0, 0
299, 0, 0, 0, 0, 0
300, 0, 0, 0, 0, 0
301, 0, 0, 0, 0, 0
302, 0, 0, 0, 0, 0
303, 0, 0, 0, 0, 0
304, 0, 0, 0, 0, 0
305, 0, 0, 0, 0, 0
306, 0, 0, 0, 0, 0
307, 0, 0, 0, 0, 0
308, 0, 0, 0, 0, 0
309, 0, 0, 0, 0, 0
310, 0, 0, 0, 0, 0
311, 0, 0, 0, 0, 0
312, 0, 0, 0, 0, 0
313, 0, 0, 0, 0, 0
314, 0, 0, 0, 0, 0
315, 0, 0, 0, 0, 0
316, 0, 0, 0, 0, 0
317, 0, 0, 0, 0, 0
318, 0, 0, 0, 0, 0
319, 0, 0, 0, 0, 0
320, 0, 0, 0, 0, 0
321, 0, 0, 0, 0, 0
322, 0, 0, 0, 0, 0
323, 0, 0, 0, 0, 0
324, 0, 0, 0, 0, 0
325, 0, 0, 0, 0, 0
326, 0, 0, 0, 0, 0
327, 0, 0, 0, 0, 0
328, 0, 0, 0, 0, 0
329, 0, 0, 0, 0, 0
330, 0, 0, 0, 0, 0
331, 0, 0, 0, 0, 0
332, 0, 0, 0, 0, 0
333, 0, 0, 0, 0, 0
334, 0, 0, 0, 0, 0
335, 0, 0, 0, 0, 0
336, 0, 0, 0, 0, 0
337, 0, 0, 0, 0, 0
338, 0, 0, 0, 0, 0
339, 0, 0, 0, 0, 0
340, 0, 0, 0, 0, 0
341, 0, 0, 0, 0, 0
342, 0, 0, 0, 0, 0
343, 0, 0, 0, 0, 0
344, 0, 0, 0, 0, 0
345, 0, 0, 0, 0, 0
346, 0, 0, 0, 0, 0
347, 0, 0, 0, 0, 0
348, 0, 0, 0, 0, 0
349, 0, 0, 0, 0, 0
350, 0, 0, 0, 0, 0
351, 0, 0, 0, 0, 0
352, 0, 0, 0, 0, 0
353, 0, 0, 0, 0, 0
354, 0, 0, 0, 0, 0
355, 0, 0, 0, 0, 0
356, 0, 0, 0, 0, 0
357, 0, 0, 0, 0, 0
358, 0, 0, 0, 0, 0
359, 0, 0, 0, 0, 0
360, 0, 0, 0, 0, 0
361, 0, 0, 0, 0, 0
362, 0, 0, 0, 0, 0
363, 0, 0, 0, 0, 0
